otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title
otu420091	Ilex dumosa var. guaranina	967823	224369	-	2020/06/04	True	original	Ilex_dumosa_guaranina	-
otu420111	Ilex dumosa var. dumosa	967819	224367	-	2020/06/04	True	original	Ilex_dumosa_dumosa	-
otu420105	Ilex mutchagara	89474	58293	-	2020/06/04	True	original	Ilex_mutchagara	-
otu420068	Ilex crenata	671004	4296	-	2020/06/04	True	original	Ilex_crenata	-
otuPS1	Ilex hylonoma	171372	185518	FJ394688.1	None	True	new	-	gi|229915127|gb|FJ394688.1| Ilex hylonoma voucher Zhong Shu Hua sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS2	Ilex kingiana	745679	185522	FJ394692.1	None	True	new	-	gi|229915131|gb|FJ394692.1| Ilex kingiana voucher S. Andrews SA1494 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS3	Ilex x wandoensis	5144138	525220	MK240424.1	None	True	new	-	gi|1524649817|gb|MK240424.1| Ilex x wandoensis clone isolate WA2-7 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS4	Ilex integra	751453	53204	EU647664.1	None	True	new	-	gi|187370698|gb|EU647664.1| Ilex integra isolate 4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS5	Ilex x wandoensis	5144138	525220	EU647653.1	None	True	new	-	gi|187370687|gb|EU647653.1| Ilex x wandoensis isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS6	Ilex cornuta	468915	146505	MK034010.1	None	True	new	-	gi|1732396285|gb|MK034010.1| Ilex cornuta isolate Y134 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS7	Ilex cornuta	468915	146505	MK240428.1	None	True	new	-	gi|1524649821|gb|MK240428.1| Ilex cornuta isolate WA1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS8	Ilex cornuta	468915	146505	MK240427.1	None	True	new	-	gi|1524649820|gb|MK240427.1| Ilex cornuta isolate BM8 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS9	Ilex amelanchier	432615	53196	AJ275340.1	None	True	new	-	gi|11414831|emb|AJ275340.1| Ilex amelanchier chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS10	Ilex montana	222009	185534	FJ394700.1	None	True	new	-	gi|229915139|gb|FJ394700.1| Ilex montana voucher S. Andrews SA1546 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS11	Ilex decidua var. curtissii	694211	185503	FJ394674.1	None	True	new	-	gi|229915113|gb|FJ394674.1| Ilex decidua var. curtissii voucher S. Andrews SA1543 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|229915135|gb|FJ394696.1| Ilex longipes voucher S. Andrews SA1472 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS12	Ilex decidua	676165	53201	AJ492680.1	None	True	new	-	gi|22796759|emb|AJ492680.1| Ilex decidua ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS13	Ilex vomitoria	727576	4297	AF174625.1	None	True	new	-	gi|5834226|gb|AF174625.1|AF174625 Ilex vomitoria 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS14	Ilex anomala	432613	53197	AJ492652.1	None	True	new	-	gi|22796731|emb|AJ492652.1| Ilex anomala ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS15	Ilex delavayi	5746268	1872702	MH117573.1	None	True	new	-	gi|1445140200|gb|MH117573.1| Ilex delavayi voucher YLDP020A internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence >gi|1445140201|gb|MH117574.1| Ilex delavayi voucher YLDP020B internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS16	Ilex chinensis	76784	1043419	KF255676.1	None	True	new	-	gi|545689412|gb|KF255676.1| Ilex chinensis isolate DQ_14 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS17	Ilex corallina	694221	185500	KF255680.1	None	True	new	-	gi|545689416|gb|KF255680.1| Ilex corallina isolate DQ_19 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS18	Ilex longecaudata	6055357	2033747	MK034011.1	None	True	new	-	gi|1732396286|gb|MK034011.1| Ilex longecaudata isolate Y98 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS19	Ilex verticillata	68444	185559	AJ492681.1	None	True	new	-	gi|22796760|emb|AJ492681.1| Ilex verticillata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS20	Ilex yunnanensis	1015274	53213	AJ275337.1	None	True	new	-	gi|11414828|emb|AJ275337.1| Ilex yunnanensis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS21	Ilex argentina	302247	185491	AY183483.1	None	True	new	-	gi|32346377|gb|AY183483.1| Ilex argentina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS22	Ilex argentina	302247	185491	AY183482.1	None	True	new	-	gi|32346376|gb|AY183482.1| Ilex argentina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS23	Ilex argentina	302247	185491	FJ394659.1	None	True	new	-	gi|229915098|gb|FJ394659.1| Ilex argentina voucher G. Giberti 507 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS24	Ilex cassine	468907	146503	AJ492667.1	None	True	new	-	gi|22796746|emb|AJ492667.1| Ilex cassine ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS25	Ilex asperula	302253	185492	FJ394661.1	None	True	new	-	gi|229915100|gb|FJ394661.1| Ilex asperula voucher J.N. Nakayima 1350 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS26	Ilex brevicuspis	432620	53199	AY183496.1	None	True	new	-	gi|32346390|gb|AY183496.1| Ilex brevicuspis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS27	Ilex brasiliensis	432622	53198	AJ786506.1	None	True	new	-	gi|52850813|emb|AJ786506.1| Ilex brasiliensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 102
otuPS28	Ilex brasiliensis	432622	53198	AY183490.1	None	True	new	-	gi|32346384|gb|AY183490.1| Ilex brasiliensis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS29	Ilex brevicuspis	432620	53199	AJ492662.1	None	True	new	-	gi|22796741|emb|AJ492662.1| Ilex brevicuspis ITS1 (partial), 5.8S rDNA gene and ITS2 (partial), isolate 2
otuPS30	Ilex argentina	302247	185491	AJ492655.1	None	True	new	-	gi|22796734|emb|AJ492655.1| Ilex argentina ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS31	Ilex x attenuata	3885603	185485	FJ394723.1	None	True	new	-	gi|229915162|gb|FJ394723.1| Ilex x attenuata voucher S. Andrews SA1515 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS32	Ilex cassine	468907	146503	FJ394664.1	None	True	new	-	gi|229915103|gb|FJ394664.1| Ilex cassine voucher P.-A. Loizeau sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS33	Ilex cassine	468907	146503	KF155344.1	None	True	new	-	gi|550826896|gb|KF155344.1| Ilex cassine voucher FLAS:C.Germain-Aubrey 51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS34	Ilex opaca var. opaca	5264381	1391459	KF155347.1	None	True	new	-	gi|550826899|gb|KF155347.1| Ilex opaca var. opaca voucher FLAS:I.Kadis 1597 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS35	Ilex opaca	660052	101729	FJ394704.1	None	True	new	-	gi|229915143|gb|FJ394704.1| Ilex opaca voucher S. Andrews SA1483 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS36	Ilex cumulicola	694215	185502	FJ394673.1	None	True	new	-	gi|229915112|gb|FJ394673.1| Ilex cumulicola voucher S. Andrews SA1537 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS37	Ilex matanoana	89478	58294	FJ394698.1	None	True	new	-	gi|229915137|gb|FJ394698.1| Ilex matanoana voucher A. Soejima 930210 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|229915138|gb|FJ394699.1| Ilex mertensii voucher A. Soejima 930208 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS38	Ilex formosana	89260	504107	MK034006.1	None	True	new	-	gi|1732396281|gb|MK034006.1| Ilex formosana isolate Y200 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS39	Ilex formosana	89260	504107	MK034005.1	None	True	identical and/or subsequence of otuPS38, not added	-	gi|1732396280|gb|MK034005.1| Ilex formosana isolate Y187 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS40	Ilex confertiflora	5746254	1603726	KP092548.1	None	True	new	-	gi|756772903|gb|KP092548.1| Ilex confertiflora isolate SCBGP404_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS41	Ilex confertiflora	5746254	1603726	KP092547.1	None	True	new	-	gi|756772902|gb|KP092547.1| Ilex confertiflora isolate SCBGP404_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS42	Ilex cinerea	6055208	1562320	MK034004.1	None	True	new	-	gi|1732396279|gb|MK034004.1| Ilex cinerea isolate Y143 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS43	Ilex matanoana	89478	58294	AH007254.2	None	True	new	-	gi|1059792998|gb|AH007254.2| Ilex matanoana 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; 5.8S ribosomal RNA gene, partial sequence; and internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence
otuPS44	Ilex theizans	68451	185555	AY183498.1	None	True	new	-	gi|32346392|gb|AY183498.1| Ilex theezans internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS45	Ilex brevicuspis	432620	53199	AY183494.1	None	True	new	-	gi|32346388|gb|AY183494.1| Ilex brevicuspis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS46	Ilex brevicuspis	432620	53199	AJ786507.1	None	True	new	-	gi|52850814|emb|AJ786507.1| Ilex brevicuspis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 105
otuPS47	Ilex microdonta	222016	185533	AY183484.1	None	True	new	-	gi|32346378|gb|AY183484.1| Ilex microdonta internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS48	Ilex microdonta	222016	185533	AY183485.1	None	True	new	-	gi|32346379|gb|AY183485.1| Ilex microdonta internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS49	Ilex cyrtura	694207	185505	FJ394676.1	None	True	new	-	gi|229915115|gb|FJ394676.1| Ilex cyrtura voucher S. Andrews SA1492 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS50	Ilex ficoidea	311432	504559	MK164406.1	None	True	new	-	gi|1574038751|gb|MK164406.1| Ilex ficoidea isolate Y216 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS51	Ilex ficoidea	311432	504559	MK164405.1	None	True	identical and/or subsequence of otuPS50, not added	-	gi|1574038750|gb|MK164405.1| Ilex ficoidea isolate Y206 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS52	Ilex guangnanensis	6055295	2520618	MK164407.1	None	True	new	-	gi|1574038752|gb|MK164407.1| Ilex guangnanensis isolate Y220 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS53	Ilex ficoidea	311432	504559	FJ394682.1	None	True	new	-	gi|229915121|gb|FJ394682.1| Ilex ficoidea voucher S. Andrews SA1505 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS54	Ilex buergeri	89480	58297	FJ394663.1	None	True	new	-	gi|229915102|gb|FJ394663.1| Ilex buergeri voucher H. Nagamasu 5369 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS55	Ilex buergeri	89480	58297	MK034009.1	None	True	new	-	gi|1732396284|gb|MK034009.1| Ilex buergeri isolate Y135 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS56	Ilex canariensis	676173	53200	AJ786501.1	None	True	deleted, otuPS57 is supersequence 	-	gi|52850808|emb|AJ786501.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 90_2
otuPS57	Ilex canariensis	676173	53200	AJ275339.1	None	True	seq otuPS57 is supersequence of otuPS56, otuPS57 added and otuPS56 removed 	-	gi|11414830|emb|AJ275339.1| Ilex canariensis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS58	Ilex canariensis	676173	53200	AJ786432.1	None	True	new	-	gi|52850739|emb|AJ786432.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 20_3
otuPS59	Ilex canariensis	676173	53200	AJ786428.1	None	True	new	-	gi|52850735|emb|AJ786428.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 17
otuPS60	Ilex canariensis	676173	53200	AJ786427.1	None	True	new	-	gi|52850734|emb|AJ786427.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 16
otuPS61	Ilex canariensis	676173	53200	AJ786429.1	None	True	new	-	gi|52850736|emb|AJ786429.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 19
otuPS62	Ilex canariensis	676173	53200	AJ786426.1	None	True	new	-	gi|52850733|emb|AJ786426.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 15
otuPS63	Ilex canariensis	676173	53200	AJ786438.1	None	True	new	-	gi|52850745|emb|AJ786438.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 22_4
otuPS64	Ilex canariensis	676173	53200	AJ786504.1	None	True	new	-	gi|52850811|emb|AJ786504.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 90_9
otuPS65	Ilex canariensis	676173	53200	AJ786439.1	None	True	new	-	gi|52850746|emb|AJ786439.1| Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 23_1
otuPS66	Ilex rubra	589426	185548	FJ394711.1	None	True	new	-	gi|229915150|gb|FJ394711.1| Ilex rubra voucher S. Andrews SA1496 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS67	Ilex collina	468913	146504	AJ492679.1	None	True	new	-	gi|22796758|emb|AJ492679.1| Ilex collina ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS68	Ilex decidua	676165	53201	AF174624.1	None	True	seq otuPS68 is supersequence of otuPS13, but different taxon 	-	gi|5834225|gb|AF174624.1|AF174624 Ilex decidua 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS69	Ilex cornuta	468915	146505	MH711786.1	None	True	new	-	gi|1441206720|gb|MH711786.1| Ilex cornuta voucher XA038 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS70	Ilex crenata	671004	4296	EU647666.1	None	True	new	-	gi|187370700|gb|EU647666.1| Ilex crenata isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS71	Ilex crenata f. microphylla	666486	525221	EU647667.1	None	True	new	-	gi|187370701|gb|EU647667.1| Ilex crenata f. microphylla isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|187370702|gb|EU647668.1| Ilex crenata f. microphylla isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|187370703|gb|EU647669.1| Ilex crenata f. microphylla isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence >gi|187370704|gb|EU647670.1| Ilex crenata f. microphylla isolate 4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS72	Ilex crenata	671004	4296	AJ492677.1	None	True	new	-	gi|22796756|emb|AJ492677.1| Ilex crenata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS73	Ilex mutchagara	89474	58293	AJ492674.1	None	True	new	-	gi|22796753|emb|AJ492674.1| Ilex mutchagara ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS74	Ilex crenata	671004	4296	EU647665.1	None	True	new	-	gi|187370699|gb|EU647665.1| Ilex crenata isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS75	Ilex viridis	641711	185560	KP092561.1	None	True	new	-	gi|756772916|gb|KP092561.1| Ilex viridis isolate SCBGP407_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS76	Ilex dimorphophylla	89483	58296	FJ394677.1	None	True	new	-	gi|229915116|gb|FJ394677.1| Ilex dimorphophylla voucher H. Nagamasu 5370 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS77	Ilex chamaedryfolia	454092	644192	FJ394665.1	None	True	new	-	gi|229915104|gb|FJ394665.1| Ilex chamaedryfolia voucher G. Hatschbach 61.222 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS78	Ilex dumosa var. dumosa	967819	224367	AY183479.1	None	True	new	-	gi|32346373|gb|AY183479.1| Ilex dumosa var. dumosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS79	Ilex dumosa var. guaranina	967823	224369	AY183489.1	None	True	new	-	gi|32346383|gb|AY183489.1| Ilex dumosa var. guaranina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS80	Ilex amara	302249	185490	FJ394657.1	None	True	new	-	gi|229915096|gb|FJ394657.1| Ilex amara voucher R. Harley 26229 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS81	Ilex dumosa	751413	53202	MG708000.1	None	True	new	-	gi|1315444354|gb|MG708000.1| Ilex dumosa isolate PECB107 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS82	Ilex dumosa var. guaranina	967823	224369	AY183488.1	None	True	new	-	gi|32346382|gb|AY183488.1| Ilex dumosa var. guaranina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS83	Ilex dumosa var. dumosa	967819	224367	AY183480.1	None	True	new	-	gi|32346374|gb|AY183480.1| Ilex dumosa var. dumosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS84	Ilex dumosa	751413	53202	AJ492657.1	None	True	new	-	gi|22796736|emb|AJ492657.1| Ilex dumosa ITS1 (partial), 5.8S rDNA gene and ITS2 (partial), isolate 4
otuPS85	Ilex affinis	876945	185489	KX981574.1	None	True	new	-	gi|1169191282|gb|KX981574.1| Ilex affinis haplotype H1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
