otu_id	^ot:ottTaxonName	^ot:ottId	^ncbi:taxon	^ncbi:accession	^physcraper:last_blasted	^physcraper:ingroup	^physcraper:status	^ot:originalLabel	^ncbi:title
otuPS22	Ilex x attenuata	3885603	185485	FJ394723.1	None	True	new	-	Ilex x attenuata voucher S. Andrews SA1515 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS23	Ilex cassine	468907	146503	FJ394664.1	None	True	new	-	Ilex cassine voucher P.-A. Loizeau sn. internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS24	Ilex cassine	468907	146503	KF155344.1	None	True	new	-	Ilex cassine voucher FLAS:C.Germain-Aubrey 51 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS25	Ilex opaca var. opaca	5264381	1391459	KF155347.1	None	True	new	-	Ilex opaca var. opaca voucher FLAS:I.Kadis 1597 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS26	Ilex opaca	660052	101729	FJ394704.1	None	True	new	-	Ilex opaca voucher S. Andrews SA1483 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS27	Ilex cumulicola	694215	185502	FJ394673.1	None	True	new	-	Ilex cumulicola voucher S. Andrews SA1537 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS28	Ilex matanoana	89478	58294	FJ394698.1	None	True	new	-	Ilex matanoana voucher A. Soejima 930210 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex mertensii voucher A. Soejima 930208 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS29	Ilex matanoana	89478	58294	AH007254.2	None	True	new	-	Ilex matanoana 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, complete sequence; 5.8S ribosomal RNA gene, partial sequence; and internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence
otuPS30	Ilex formosana	89260	504107	MK034006.1	None	True	new	-	Ilex formosana isolate Y200 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS31	Ilex formosana	89260	504107	MK034005.1	None	True	identical and/or subsequence of otuPS30, not added	-	Ilex formosana isolate Y187 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS32	Ilex confertiflora	5746254	1603726	KP092548.1	None	True	new	-	Ilex confertiflora isolate SCBGP404_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS33	Ilex confertiflora	5746254	1603726	KP092547.1	None	True	new	-	Ilex confertiflora isolate SCBGP404_1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS34	Ilex x wandoensis	5144138	525220	MK240423.1	None	True	new	-	Ilex x wandoensis clone isolate WA2-6 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS35	Ilex theizans	68451	185555	AY183498.1	None	True	new	-	Ilex theezans internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS36	Ilex theizans	68451	185555	AJ492666.1	None	True	new	-	Ilex theezans ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS37	Ilex brevicuspis	432620	53199	AY183494.1	None	True	new	-	Ilex brevicuspis internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS38	Ilex brevicuspis	432620	53199	AJ786507.1	None	True	new	-	Ilex brevicuspis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 105
otuPS39	Ilex microdonta	222016	185533	AY183485.1	None	True	new	-	Ilex microdonta internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS40	Ilex microdonta	222016	185533	AY183484.1	None	True	new	-	Ilex microdonta internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS41	Ilex buergeri	89480	58297	MK034009.1	None	True	new	-	Ilex buergeri isolate Y135 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS42	Ilex ficoidea	311432	504559	MK164406.1	None	True	new	-	Ilex ficoidea isolate Y216 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS43	Ilex ficoidea	311432	504559	MK164405.1	None	True	identical and/or subsequence of otuPS42, not added	-	Ilex ficoidea isolate Y206 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS44	Ilex cyrtura	694207	185505	FJ394676.1	None	True	new	-	Ilex cyrtura voucher S. Andrews SA1492 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS45	Ilex buergeri	89480	58297	FJ394663.1	None	True	new	-	Ilex buergeri voucher H. Nagamasu 5369 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS46	Ilex guangnanensis	6055295	2520618	MK164407.1	None	True	new	-	Ilex guangnanensis isolate Y220 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS47	Ilex ficoidea	311432	504559	FJ394682.1	None	True	new	-	Ilex ficoidea voucher S. Andrews SA1505 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS48	Ilex canariensis	676173	53200	AJ786501.1	None	True	deleted, otuPS49 is supersequence 	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 90_2
otuPS49	Ilex canariensis	676173	53200	AJ275339.1	None	True	seq otuPS49 is supersequence of otuPS48, otuPS49 added and otuPS48 removed 	-	Ilex canariensis chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS50	Ilex canariensis	676173	53200	AJ786439.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 23_1
otuPS51	Ilex canariensis	676173	53200	AJ786432.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 20_3
otuPS52	Ilex canariensis	676173	53200	AJ786428.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 17
otuPS53	Ilex canariensis	676173	53200	AJ786427.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 16
otuPS54	Ilex canariensis	676173	53200	AJ786429.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 19
otuPS55	Ilex canariensis	676173	53200	AJ786504.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 90_9
otuPS56	Ilex canariensis	676173	53200	AJ786426.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 15
otuPS57	Ilex canariensis	676173	53200	AJ786438.1	None	True	new	-	Ilex canariensis partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 22_4
otuPS58	Ilex rubra	589426	185548	FJ394711.1	None	True	new	-	Ilex rubra voucher S. Andrews SA1496 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS59	Ilex collina	468913	146504	AJ492679.1	None	True	new	-	Ilex collina ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS60	Ilex decidua	676165	53201	AJ492680.1	None	True	new	-	Ilex decidua ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS61	Ilex vomitoria	727576	4297	AF174625.1	None	True	new	-	Ilex vomitoria 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS62	Ilex decidua	676165	53201	AF174624.1	None	True	seq otuPS62 is supersequence of otuPS61, but different taxon 	-	Ilex decidua 18S ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 26S ribosomal RNA gene, partial sequence
otuPS63	Ilex cornuta	468915	146505	MH711786.1	None	True	new	-	Ilex cornuta voucher XA038 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS64	Ilex crenata f. microphylla	666486	525221	EU647667.1	None	True	new	-	Ilex crenata f. microphylla isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex crenata f. microphylla isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex crenata f. microphylla isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex crenata f. microphylla isolate 4 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS65	Ilex crenata	671004	4296	EU647666.1	None	True	new	-	Ilex crenata isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS66	Ilex crenata	671004	4296	AJ492677.1	None	True	new	-	Ilex crenata ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS67	Ilex mutchagara	89474	58293	AJ492674.1	None	True	new	-	Ilex mutchagara ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS68	Ilex crenata	671004	4296	EU647665.1	None	True	new	-	Ilex crenata isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS69	Ilex viridis	641711	185560	KP092561.1	None	True	new	-	Ilex viridis isolate SCBGP407_2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene and internal transcribed spacer 2, complete sequence; and 28S ribosomal RNA gene, partial sequence
otuPS70	Ilex dimorphophylla	89483	58296	FJ394677.1	None	True	new	-	Ilex dimorphophylla voucher H. Nagamasu 5370 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS71	Ilex dumosa var. dumosa	967819	224367	AY183479.1	None	True	new	-	Ilex dumosa var. dumosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS72	Ilex chamaedryfolia	454092	644192	FJ394665.1	None	True	new	-	Ilex chamaedryfolia voucher G. Hatschbach 61.222 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS73	Ilex dumosa var. guaranina	967823	224369	AY183488.1	None	True	new	-	Ilex dumosa var. guaranina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS74	Ilex dumosa	751413	53202	AJ492657.1	None	True	new	-	Ilex dumosa ITS1 (partial), 5.8S rDNA gene and ITS2 (partial), isolate 4
otuPS75	Ilex dumosa var. dumosa	967819	224367	AY183480.1	None	True	new	-	Ilex dumosa var. dumosa internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS76	Ilex dumosa var. guaranina	967823	224369	AY183489.1	None	True	new	-	Ilex dumosa var. guaranina internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS77	Ilex amara	302249	185490	FJ394657.1	None	True	new	-	Ilex amara voucher R. Harley 26229 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS78	Ilex dumosa	751413	53202	MG708000.1	None	True	new	-	Ilex dumosa isolate PECB107 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS79	Ilex affinis	876945	185489	KX981575.1	None	True	new	-	Ilex affinis haplotype H2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS80	Ilex affinis	876945	185489	KX981574.1	None	True	new	-	Ilex affinis haplotype H1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS81	Ilex glabra	458761	109210	AJ275342.1	None	True	new	-	Ilex glabra chloroplast 5.8S rRNA gene, internal transcribed spacer 1 (ITS1) and internal transcribed spacer 2 (ITS2)
otuPS82	Ilex glabra	458761	109210	KX352750.1	None	True	new	-	Ilex glabra voucher C. Siegel 11 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS83	Ilex liebmannii	745669	185527	AJ492659.1	None	True	new	-	Ilex liebmannii ITS1 (partial), 5.8S rDNA gene and ITS2 (partial)
otuPS84	Ilex coriacea	694217	185501	FJ394670.1	None	True	new	-	Ilex coriacea voucher S. Andrews SA1536 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS85	Ilex longecaudata	6055357	2033747	MK034011.1	None	True	new	-	Ilex longecaudata isolate Y98 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS86	Ilex integerrima	171374	185519	AJ786508.1	None	True	new	-	Ilex integerrima partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 106
otuPS87	Ilex theizans	68451	185555	FJ394716.1	None	True	new	-	Ilex theezans voucher G. Hatschbach 61.225 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS88	Ilex integerrima	171374	185519	AY183478.1	None	True	new	-	Ilex integerrima internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS89	Ilex integerrima	171374	185519	AY183477.1	None	True	new	-	Ilex integerrima internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS90	Ilex pseudobuxus	1015266	53210	MG708073.1	None	True	new	-	Ilex pseudobuxus isolate PEIC052 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS91	Ilex anomala	432613	53197	AJ786505.1	None	True	new	-	Ilex anomala partial ITS1, 5.8S rRNA gene and partial ITS2, isolate 101
otuPS92	Ilex x wandoensis	5144138	525220	MK240426.1	None	True	new	-	Ilex x wandoensis isolate BM2 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS93	Ilex integra	751453	53204	AB607211.1	None	True	new	-	Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: female<>Ilex integra genes for ITS1, 5.8S rRNA, ITS2, partial and complete sequence, sex: male
otuPS94	Ilex integra	751453	53204	EU647663.1	None	True	new	-	Ilex integra isolate 3 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS95	Ilex integra	751453	53204	EU647656.1	None	True	new	-	Ilex integra isolate 1 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence<>Ilex integra isolate 2 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS96	Ilex integra	751453	53204	MK033993.1	None	True	new	-	Ilex integra isolate Y118 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
otuPS97	Ilex integra	751453	53204	FJ394690.1	None	True	new	-	Ilex integra voucher H. Nagamasu 5073 internal transcribed spacer 1, partial sequence; 5.8S ribosomal RNA gene, complete sequence; and internal transcribed spacer 2, partial sequence
otuPS98	Ilex x wandoensis	5144138	525220	MK240424.1	None	True	new	-	Ilex x wandoensis clone isolate WA2-7 small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and large subunit ribosomal RNA gene, partial sequence
otuPS99	Ilex tetramera	5746267	2606428	MK033996.1	None	True	new	-	Ilex tetramera isolate Y153 18S small subunit ribosomal RNA gene, partial sequence; internal transcribed spacer 1, 5.8S ribosomal RNA gene, and internal transcribed spacer 2, complete sequence; and 26S large subunit ribosomal RNA gene, partial sequence
